timestamp,source,category,title,상태
2026-05-03 16:42,Daum 뉴스,도파민/이슈,"""ì‚´ëª©ì§€ì—  ì§„ì§œ ë­  ìžˆë‚˜ë´ ""â€¦ì†Œë¦„ë ‹ëŠ” ì†Œë¦¬ì ˜ ì •ì²´ëŠ”[ì‹¤í—˜ë…¸íŠ¸] íŽ¸ì§‘ìž ì£¼ ì§€ê¸ˆ ë¨¹ìœ¼ë©´ í•˜ë‚˜, ê¸°ë‹¤ë¦¬ë©´ ë‘  ê°œ. ì•„ì ´ë“¤ì ˜ ì„ íƒ ì „ ì§€ì¼€ë³¸ ë§ˆì‹œë©œë¡œ ì‹¤í—˜ì „ ê¸°ì–µí•˜ì‹œë‚˜ìš”? ë‹¨ìˆœí•œ ì—°êµ¬ëŠ” ë•Œë¡œ ì‚¶ì „ ë³´ëŠ” ë°©ì‹ ì „ ë°”ê¿‰ë‹ˆë‹¤. ì‹¤í—˜ ë °ì ´í„°ë¡œ ìš°ë¦¬ì ˜ ì ¼ìƒ ì „ ìƒˆë¡­ê²Œ ì ½ì–´ë´¥ë‹‹ë‹¤. ìš”ì¦˜ ì˜ í™” 'ì‚´ëª©ì§€'ê°€ ê·¹ìž¥ê°€ë¥¼ ëœ¨ê² ê²Œ ë‹¬êµ¬ê³  ìžˆìŠµë‹‹ë‹¤. ê°œë´‰ 20ì ¼ ë§Œì—  ê´€ê°  200ë§Œëª… ë ™ì› í–ˆë‹Šë ° ê³µí ¬ ì˜ í™”ê°€ 200ë§Œ ê³ ì§€ë¥¼ ë„˜ê¸´ ê²ƒì € 2018ë…„ ì˜ í™” 'ê³¤  ì•„ì‹œì•„ê²½ì œ 9ì‹œê°„ ì „",완료
2026-05-03 16:42,Daum 뉴스,도파민/이슈,"[KISTIì ˜ ê³¼í•™í–¥ê¸°]KBOì—  ë „ìž…ë œ â€˜ì–´ë¢°ë°°íŠ¸â€™, ìƒˆë¡œìš´ íƒ€ê²©ë¬ê¸° ë  ê¹Œ? ë§Žì € ìŠ¤í ¬ì¸  íŒœì ´ ì† ê¼½ì•„ ê¸°ë‹¤ë¦¬ë ˜ ì•¼êµ¬ ì‹œì¦Œì ´ ì‹œìž‘ë  ë‹¤. ì˜¬í•´ ì‹œì¦Œ ê°œë§‰ì—  ì•žì„œ í•œ ê°€ì§€ í™”ì ¯ê±°ë¦¬ê°€ ìžˆë‹¤ë©´ ë°”ë¡œ â€˜ì–´ë¢° ë°°íŠ¸â€™(torpedo bat)ë‹¤. ìž‘ë…„(2025ë…„) ë¯¸êµ­ ë©”ì ´ì €ë¦¬ê·¸ì ˜ ë‰´ìš• ì–‘í‚¤ìŠ¤ ì„ ìˆœë“¤ì ´ ì ´ ë‚¯ì„¸ ì ´ë¦„ì ˜ ë°°íŠ¸ë¡œ í•œ ê²½ê¸°ì—  í™ˆëŸ° ì•„í™‰ ê°œë¥¼ í„°ëœ¨ë¦¬ë©° ì–´ë¢° ë°°íŠ¸ì ˜ ê³¼í•™ì   ì› ë¦¬ì™€ íš¨ê³¼ì—  ëŒ€í•œ ë…¼ì ˜ê°€ ì ´ì–´ì ¸ ì™”ë‹¤. ë¶ˆê³¼ ì ¼ ë…„ ë§Œì—  êµ­ë‚´  ë””ì§€í„°íƒ€ìž„ìŠ¤ 10ì‹œê°„ ì „",완료
2026-05-03 16:42,Daum 뉴스,정치 우파 관점,"ì „ê´‘í›ˆ â€œìœ¤ì„ ì—´ ë°°ì§± ì—†ì–´â€¦ë³€í˜¸ì ¸ë‹¨ë „ ë© ì²­í•´â€  (ì‹œì‚¬ì €ë„ =ì¡°ì£¼ì—° ë””ì§€í„°íŒ€ ê¸°ìž ) ì„œìš¸ì„œë¶€ì§€ë²• ë‚œë ™ ì‚¬íƒœ ë°°í›„ë¡œ ì§€ëª©ë ¼ êµ¬ì† ì„œ ë  ë‹¤ê°€ ë³´ì„ ìœ¼ë¡œ í’€ë ¤ë‚œ ì „ê´‘í›ˆ ì‚¬ëž‘ì œì ¼êµ íšŒ ëª©ì‚¬ê°€ ìœ¤ì„ ì—´ ì „ ëŒ€í†µë ¹ì—  ëŒ€í•´ ""ë°°ì§±ì ´ ì—†ë‹¤""ê³  ë¹„íŒ í–ˆë‹¤. 3ì ¼ ì „ ëª©ì‚¬ì ˜ ìœ íŠœë¸Œ ì±„ë„ ì—  ê³µê°œë œ ì§€ë‚œë‹¬ 26ì ¼ìž  ì˜ˆë°° ì˜ ìƒ ì—  ë”°ë¥´ë©´, ì „ ëª©ì‚¬ëŠ” ê¹€í•™ì„± ê°•ì› ëŒ€ ë²•í•™ì „ë¬¸ëŒ€í•™ì›  ëª…ì˜ˆêµ ìˆ˜ì— ê²Œ ""í—Œë²•ì—  ë¹„ìƒ ê³„ì—„ í•˜ê²Œ ë ¼ ìžˆëƒ ""ê³  ë¬¼ì—ˆê³  , ê¹€ ì‹œì‚¬ì €ë„  41ë¶„ ì „",완료
2026-05-03 16:42,Daum 뉴스,도파민/이슈,"[ë¹„ì¹´í”„ 2026] â€˜ì˜ ìž¬ë°œêµ´ë‹¨' ì „ì ´ìˆ˜ ìž‘ê°€, 'ë¹„ì¹´í”„'ì—  ì „ì‹œë œ ìž‘í’ˆ ë§Œë‚˜ë³¼ê¹Œ? ã€ ë² ì ´ë¹„ë‰´ìŠ¤ ì†Œìž¥ì„œê¸°ìž ã€‘ 1ì ¼ ì˜¤í›„ ë¶€ì‚° í•´ìš´ëŒ€êµ¬ ì˜ í™”ì ˜ì „ë‹¹ ë¹„í”„í™€ì— ì„œ ê°œë§‰í•œ ì œ6íšŒ ë¶€ì‚°êµ­ì œì–´ë¦°ì ´ì²­ì†Œë…„ì•„íŠ¸íŽ˜ì–´ì—  ì´ˆëŒ€ ìž‘ê°€ë¡œ ì°¸ì—¬í•œ ì „ì ´ìˆ˜ ìž‘ê°€ëŠ” ê·¸ë¦¼ì „ ê·¸ë¦¬ëŠ” í™”ê°€ì ´ìž  ê¸€ì „ ì“°ëŠ” ìž‘ê°€ì ´ë©°, í™˜ê²½ì „ ì§€í‚¤ëŠ” í™œë ™ì „ íŽ¼ì¹˜ëŠ” í™˜ê²½ìš´ë ™ê°€ë¡œ í™œë ™í•˜ê³  ìžˆë‹¤. 8ì‚´ ë•Œ ì²« ë ™í™”ì±„ì „ ì¶œê°„í•œ ì ´í›„ í˜„ìž¬ê¹Œì§€ ì´  19ê¶Œì ˜ ì±„ì „ íŽ´ëƒˆìœ¼ë©°, ìž ì‹ ì ˜ ê¸€ê³¼ ê·¸ë¦¼ì ´ ë ” ë§Žì € ì‚¬ëžŒë“¤ ë² ì ´ë¹„ë‰´ìŠ¤ 23ì‹œê°„ ì „",완료
2026-05-03 16:42,Daum 뉴스,도파민/이슈,ì™œì†Œí•¨ì ˜ ë¯¸í•™â€¦2249ìŠ¹ â€˜ê²½ë§ˆ ëŒ€í†µë ¹â€™ ë°•íƒœì¢… â€œâ€˜íƒ€ëŠ” ì¦ ê±°ì›€â€™ì € ê³„ì† â€ [ì ´í—Œìž¬ì ˜ ì ¸ìƒ í™ˆëŸ°] â€˜ê²½ë§ˆ ëŒ€í†µë ¹â€™ì ´ë ¼ ë¶ˆë ¤ë ˜ ë°•íƒœì¢… í•œêµ­ë§ˆì‚¬íšŒ ì‹¬íŒ  ìž ë¬¸ìœ„ì› (61)ì € ì–´ë¦´ ë•Œë¶€í„° â€˜íƒ€ëŠ” ê²ƒâ€™ì ´ë ¼ë©´ ë­ ë“ ì§€ ì¢‹ì•„í–ˆë‹¤. ê·¸ ì‹œìž‘ì € ì½¤ë°”ì ¸ì ´ì—ˆë‹¤. ê·¸ëŠ” 1965ë…„ ì¶©ë¶  ì§„ì²œì ˜ ìž‘ì € ì‹œê³¨ì— ì„œ íƒœì–´ë‚¬ë‹¤. ë† ì‚¬ì²¸ì ´ ë ˜ë©´ ê·¸ë „ ë…¼ìœ¼ë¡œ ë‚˜ì™€ ì ¼ì „ ë •ê³¤ í–ˆë‹Šë ° ì–´ë¥¸ë“¤ì ˜ í—ˆë ½ì „ ë°›ì•„ ê°„ê°„ì ´ ì½¤ë°”ì ¸ì „ ëª°ê³¤ í–ˆë‹¤. ë°•íƒœì¢…ì € â€œìž‘ì €ì•„ë²„ì§€ê°€ í•œë²ˆ ìš´ì „ì „ í•´ë³´ë ¼ê³  í•´ì„œ ì½¤ë°”ì ¸ì „ ë ™ì•„ì ¼ë³´ 4ì‹œê°„ ì „,완료
2026-05-03 16:42,Daum 뉴스,부동산/청약,"""ì§‘ê°’ ë¶€í’€ë ¤ 242ì–µì›  ë¶ˆë²•ëŒ€ì¶œ""...ì „êµ­ ê³³ê³³ ëˆ„ë¹„ë©° 'ê³„ì•½ì„œ' ì°¾ì•˜ë‹¤ ë¨¸ë‹ˆíˆ¬ë °ì ´ 7ì‹œê°„ ì „",완료
2026-05-03 16:42,Daum 뉴스,도파민/이슈,ë‘  ì—„ë§ˆì™€ ë‹¤ì„¯ ì•„ì ´ì ˜ ì ¼ìƒ â€¦ë‘  ê°€ì¡±ì ´ ì ¼ë…„ ì§¸ í•œì§‘ì—  ì‚¬ëŠ” ì ´ìœ  í•œêµ­ì ¼ë³´ 23ì‹œê°„ ì „,완료
2026-05-03 16:42,Daum 뉴스,도파민/이슈,ì•„ ì ´ í•˜ì›  ì‹œê°„ ë§žì¶˜ í‡´ê·¼â€¦ì„ íƒ ì§€ëŠ” ë§Žì§€ ì•Šì•˜ë‹¤ [.txt] í•œê²¨ë ˆ 1ì ¼ ì „,완료
2026-05-03 16:42,Daum 뉴스,세금/절세,"[ì˜¤ëŠ˜ì ˜ ê·¸ëž˜í”½] 'ì–‘ë „ì„¸ ì¤‘ê³¼ D-7' ì¦ ì—¬Â·ì§ ê±°ëž˜ ê¸‰ë“±â€¦3ë…„ 4ê°œì›” ë§Œì—  ìµœëŒ€ (ì„œìš¸=ë‰´ìŠ¤1) ê¹€ì§€ì˜  ë””ìž ì ´ë„ˆ = ë‹¤ì£¼íƒ ìž  ì–‘ë „ì†Œë“ ì„¸ ì¤‘ê³¼ ì‹œí–‰ì „ ì•žë‘ ê³  ì„œìš¸ ì¦ ì—¬ ê±´ìˆ˜ê°€ 3ë…„ 4ê°œì›” ë§Œì—  ìµœëŒ€ì¹˜ë¥¼ ê¸°ë¡ í–ˆë‹¤. ë§¤ë „ ëŒ€ì‹œ ìž ë…€ì— ê²Œ ì§‘ì „ ë„˜ê¸°ê±ë‚˜, ê°€ì¡± ê°„ ì €ê°€ ì–‘ë „ë¥¼ íƒ í•˜ëŠ” ì‚¬ë¡€ê°€ ëŠ˜ì–´ë‚œ ì˜ í–¥ìœ¼ë¡œ í’€ì ´ë œë‹¤. 3ì ¼ ëŒ€ë²•ì›  ë“±ê¸°ì •ë³´ê´‘ìž¥ì—  ë”°ë¥´ë©´ ì§€ë‚œë‹¬ ì„œìš¸ ì§‘í•©ê±´ë¬¼(ì•„íŒŒíŠ¸, ì—°ë¦½Â·ë‹¤ì„¸ëŒ€, ì˜¤í”¼ìŠ¤í…” ë“±) ì¦ ì—¬ ë“±ê¸° ê±´ìˆ˜ëŠ” ì´  1980ê±´ìœ¼ ë‰´ìŠ¤1 33ë¶„ ì „",완료
2026-05-03 16:42,Daum 뉴스,도파민/이슈,"K-ristianity ì•„í ¬ì¹¼ë¦½ìŠ¤ [êµ½ì‹œë‹¤ìŠ¤íŠ¸ ì‹œì‚¬ ë§Œí™”] Â  Â  êµ½ì‹œë‹¤ìŠ¤íŠ¸ editor@sisain.co.kr â–¶ì ½ê¸°ê·¼ìœ¡ì „ í‚¤ìš°ëŠ” ê°€ìž¥ ì¢‹ì € ìŠµê´€ [ì‹œì‚¬IN ] â–¶ì¢‹ì € ë‰´ìŠ¤ëŠ” ë …ìž ê°€ ë§Œë“œëŠ™ë‹¤ [ì‹œì‚¬IN ] Â©ì‹œì‚¬IN, ë¬´ë‹¨ì „ìž¬ ë°  ìž¬ë°°í ¬ ê¸ˆì§€ ì‹œì‚¬IN 1ì ¼ ì „",완료
2026-05-03 16:42,Daum 뉴스,도파민/이슈,[ë¥´í ¬] 63ë…„ ë§Œì—  ì°¾ì € â€˜ë²•ì • ê³µíœ´ì ¼â€™â€¦ëŒ€êµ¬ ë „ì‹¬ì„œ ëŒ€ê·œëª¨ ì§‘íšŒ ì—´ë ¤ ëŒ€êµ¬ì ¼ë³´ 3ì‹œê°„ ì „,완료
2026-05-03 16:42,Daum 뉴스,도파민/이슈,"""ê°•ë‚¨ì—­ ìžŠì§€ ì•Šê² ìŠµë‹¤"" 21ì‚´ì ˜ ë©”ëª¨ëŠ” 31ì‚´ì ˜ ê³µì•½ì ´ ë  ë‹¤ ì˜¤ë§ˆì ´ë‰´ìŠ¤ 5ì‹œê°„ ì „",완료
2026-05-03 16:42,Daum 뉴스,도파민/이슈,"ë²•ì • ì„ 10ëŒ€, ì˜†ì—” ë³€í˜¸ì‚¬ ëŒ€ì‹  'ì—„ë§ˆ'...""AI ë Œ"" ë‚˜í™€ë¡œ ì†Œì†¡ ë”°ë ¼ê°€ ë³´ë‹ˆ ë¨¸ë‹ˆíˆ¬ë °ì ´ 9ì‹œê°„ ì „",완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,대군부인 연기력 진짜 충격적이다...,완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,남돌 새깅 유행 진짜 개싫어...,완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,투어스 반응 없는 이유,완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,네이버페이 쓰는사람들 꼭봐,완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,이런걸로 이혼생각하는 저.. 맞을까요?,완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,요즘 가슴작은게 유행임,완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,나 퐁퐁남인거같아..,완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,입덧중 메가커피 가는게 귀찮다는 남편 어쩔까요,완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,저는 신천지인입니다,완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,엔시티위시 앵콜 반응 실화임??,완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,카톡에 아무것도 안올리는 애들,완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,나 솔직히 결혼할때 하객 진짜 없을거같음,완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,시가에 수술하는거 얘기해야하나요?,완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,오늘자 공항 출국 카리나,완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,얼굴 보고 싶다,완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,코르티스 성현 과거사진,완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,연예인들 은퇴 안하는거 대단한듯,완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,블핑 제니나 지수도 군대갔으면 좋겠다,완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,헐 이 카리나 순한맛 버전 여배우 뭐야?,완료
2026-05-03 16:42,Nate Pann,네이트판 인기 스토리,쇼음악중심 여mc 누구일것같음?,완료
2026-05-03 16:56,AI Refined,정치 우파 관점,"트럼프 '관세·안보 패키지' 압박, 한국도 안전지대 아니다?",완료
2026-05-03 16:56,AI Refined,정치 좌파 관점,"""입양 정보 보려다 남의 여권이 펑!"" 정부 시스템 개인정보 유출 실태",완료
2026-05-03 16:56,AI Refined,보조금/지원금/복지,네이버페이 이용자라면 무조건 확인! 숨겨진 혜택 놓치면 매달 00만원 손해,완료
2026-05-03 16:56,AI Refined,예적금/특판,"7% 고금리 특판, 선착순 마감 임박! 지금 놓치면 1년치 이자 날아간다",완료
2026-05-03 16:56,AI Refined,연금/시니어,"""밤 12시간 공복이 해법?"" 중성지방 500mg/dL 돌파, 돌연사 막는 00 방법 긴급 공개!",완료
2026-05-03 16:56,AI Refined,부동산/청약,양도세 중과 D-7 비상! '로또 줍줍' 막차 기회? 지금 안 하면 벼락거지 확정!,완료
2026-05-03 16:56,AI Refined,세금/절세,"양도세 폭탄 D-7! 증여세 줄이는 00 비법, 지금 놓치면 세금 수천만원 더 낸다!",완료
2026-05-03 16:56,AI Refined,도파민/이슈,"""저는 신천지인입니다"" 커밍아웃? 종교 논란의 민낯, 그들의 진짜 속내는?",완료
2026-05-03 16:56,AI Refined,네이트판 인기 스토리,"""남편의 '메가커피' 망언에 이혼 결심했습니다"" 입덧 지옥 속 시어머니 반응은?",완료
2026-05-03 18:10,AI Refined,정치 우파,"국민의힘 공천 파동, 총선 패배 예고편? 우파 진영 위기론 분석",완료
2026-05-03 18:10,AI Refined,정치 우파,"특검 논란 심화, 진실은 감춰지는가? 보수층 분노 폭발",완료
2026-05-03 18:10,AI Refined,정치 좌파,"서울대 1000억 기부 논란, 경영 악화로 직원 해고? 민생 역설의 진실",완료
2026-05-03 18:10,AI Refined,정치 좌파,"내신 전형 확대, 강남 맹모들만 웃는다? 교육 불평등 심화 우려",완료
2026-05-03 18:10,AI Refined,보조금/지원금/복지,육아휴직 단축근로 58% 폭증! 2024년 놓치지 말아야 할 숨은 정부지원금,완료
2026-05-03 18:10,AI Refined,예적금/특판,"네이버페이 사용자 필독! 숨은 혜택 200% 활용, 포인트 최대 적립 꿀팁",완료
2026-05-03 18:10,AI Refined,예적금/특판,1억으로 156억 만든 투자 비법 공개! 지금 당장 사야 할 주식 종목은?,완료
2026-05-03 18:10,AI Refined,연금/시니어,"중성지방 수치 폭등 경고! 심뇌혈관 질환 예방, 밤 12시간 공복의 놀라운 효과",완료
2026-05-03 18:10,AI Refined,부동산/청약,강남 학군 재편 시작? 내신 전형 확대가 바꿀 서울 부동산 판도,완료
2026-05-03 18:10,AI Refined,부동산/청약,"충격! 242억 집값 조작 불법 대출, 당신의 부동산도 안전한가?",완료
2026-05-03 18:10,AI Refined,세금/절세,"놓치면 후회! 2024년 숨겨진 종합소득세 환급 꿀팁, 세금 200% 아끼는 법",완료
2026-05-03 18:10,AI Refined,도파민/이슈,카리나 닝닝 제니 멧갈라 강타! K-POP 스타들의 역대급 파격 드레스 총정리,완료
2026-05-03 18:10,AI Refined,도파민/이슈,청소년 SNS 중독 비상! '도파민 디톡스' 없인 미래 없다? 부모 필독,완료
2026-05-03 18:10,AI Refined,네이트판 인기 스토리,남편이 '퐁퐁남'인줄 몰랐다? 네이트판 레전드 썰 속 자가진단 체크리스트,완료
2026-05-03 18:10,AI Refined,네이트판 인기 스토리,"입덧 아내에게 '메가커피 심부름'도 못하는 남편, 네이트판 부부싸움 레전드",완료
2026-05-03 18:50,AI Refined,정치 우파 관점,"이재명 독주 심화? 2026 지방선거 압승 시나리오, 국민의힘 위기론",완료
2026-05-03 18:50,AI Refined,정치 좌파 관점,"한동훈發 공천 논란, 국힘 내부균열 심화? 2026 지방선거 필승 전략 공개",완료
2026-05-03 18:50,AI Refined,보조금/지원금/복지,"2024 숨은 정부 지원금, 나만 놓친 줄줄 새는 돈 확인하는 방법",완료
2026-05-03 18:50,AI Refined,예적금/특판,"금리인하 전 마지막 기회? 2024년 6월 고금리 특판 예적금, 이 은행 놓치면 후회!",완료
2026-05-03 18:50,AI Refined,연금/시니어,"사망 위험 3배! 중성지방 낮추는 밤 12시간 공복의 기적, 당신의 혈관을 살린다",완료
2026-05-03 18:50,AI Refined,부동산/청약,서울 집값 심상치 않다! 2024년 하반기 부동산 폭등? 지금 사야 할 아파트 Top 3,완료
2026-05-03 18:50,AI Refined,세금/절세,"종합소득세 환급금, 내가 놓친 100만원 찾는 법! 2024년 절세 비법 공개",완료
2026-05-03 18:50,AI Refined,도파민/이슈,"""나 퐁퐁남인거같아..."" 결혼 생활 최대 위기? 당신도 모르는 퐁퐁남/녀 테스트와 극복법",완료
2026-05-03 18:50,AI Refined,네이트판 인기 스토리,"""입덧 아내에 메가커피도 귀찮다는 남편"" 현실 부부싸움 레전드 썰, 당신이라면?",완료
2026-05-03 19:09,AI Refined,정치 우파 관점,"""민주당 독재"" vs ""보수 결집"" 2026 지방선거 판세 뒤집나? 국힘 전략은?",완료
2026-05-03 19:09,AI Refined,정치 좌파 관점,"2026 지방선거, ""보수가 밥 먹여주나?"" 민심은 민주당으로 기울까?",완료
2026-05-03 19:09,AI Refined,보조금/지원금/복지,해외여행 'QR결제' 몰랐으면 손해! 환전 수수료 싹 없애주는 지원 꿀팁,완료
2026-05-03 19:09,AI Refined,예적금/특판,1억이 156억 된 '투자 전설' 비법 대공개! 지금 당장 사야 할 주식은?,완료
2026-05-03 19:09,AI Refined,연금/시니어,"돌연사 부르는 '중성지방', 밤 12시간 공복으로 싹 잡는 노년 건강 비법!",완료
2026-05-03 19:09,AI Refined,부동산/청약,"서울 '메가시티' 계획, 우리 동네 집값은? 2026년 부동산 청약 판도 변화!",완료
2026-05-03 19:09,AI Refined,세금/절세,"242억 불법 대출, 당신도 모르게 세금 폭탄 맞을 수 있다? 계약 전 필수 확인!",완료
2026-05-03 19:09,AI Refined,도파민/이슈,네이버페이 쓰는 사람 '이것' 모르면 큰일! 놓치면 후회할 돈 버는 꿀팁 대공개!,완료
